lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
55,1,79.2,12,9,4,2,1,3,0,1
132,3,135.9,6,11,4,1,1,0,0,1
98,0,141.75,7,11,4,3,1,1,0,1
19,0,87.0,2,23,3,5,0,0,0,1
147,1,127.93,7,3,4,2,2,0,3,1
116,1,81.9,4,17,4,1,2,0,0,1
42,0,118.16,3,24,4,3,1,0,0,1
2,1,108.0,2,26,4,1,0,0,3,1
30,0,82.0,11,16,4,2,0,3,0,1
0,1,0.0,12,9,1,1,0,0,0,1
55,1,131.4,12,30,4,1,0,0,3,1
74,2,168.3,5,21,4,1,0,0,0,1
17,0,38.0,1,16,3,1,2,0,0,1
39,2,94.5,9,13,4,2,2,0,0,1
59,0,80.75,4,4,3,3,1,0,0,1
104,0,143.1,6,9,4,3,0,0,0,0
29,0,118.0,12,31,3,3,0,0,0,1
13,1,101.0,11,22,4,0,1,0,3,1
54,0,69.0,11,16,3,2,1,0,3,1
54,0,94.5,6,2,3,2,0,0,0,1
8,0,109.25,10,28,4,4,0,3,0,1
7,2,79.0,2,21,4,0,2,3,0,1
194,2,130.05,8,14,4,2,2,0,3,0
232,2,167.95,8,22,4,4,1,0,5,0
10,1,108.67,11,25,4,2,1,0,0,1
129,1,121.5,5,13,4,2,1,0,3,1
29,1,115.0,12,31,3,3,0,0,0,1
80,0,72.25,7,15,3,2,2,0,0,1
138,1,71.67,7,2,4,2,2,0,0,1
181,0,76.5,7,1,4,4,1,0,0,0
2,0,131.0,4,23,4,1,0,0,0,1
196,0,105.3,8,1,4,0,1,0,0,0
36,1,88.0,12,27,4,1,0,3,0,1
17,1,67.0,8,22,2,1,1,0,0,1
79,1,87.3,3,28,4,2,1,0,0,1
24,1,77.0,1,15,4,6,2,3,0,1
206,1,109.66,8,13,4,5,2,0,3,0
57,0,77.85,6,27,4,2,1,3,0,0
93,1,126.9,6,20,4,1,1,0,0,1
3,0,125.0,4,16,4,1,0,0,0,1
78,3,130.58,10,21,3,2,2,1,0,1
3,1,178.0,9,15,4,1,0,0,0,1
3,1,56.0,3,1,1,3,0,0,0,1
151,0,204.0,8,17,4,3,0,1,3,0
0,0,135.0,12,31,4,1,0,3,0,1
87,1,82.45,4,7,4,3,1,0,0,1
4,1,75.08,12,7,4,2,0,0,0,1
138,1,145.2,8,13,4,4,2,0,3,0
110,1,109.65,6,17,4,2,2,3,0,1
56,0,63.75,3,12,4,2,2,0,0,0
104,0,90.95,4,8,4,2,2,0,3,0
62,2,111.6,12,25,4,1,2,0,0,1
44,1,102.6,10,2,4,0,2,3,0,1
17,0,109.0,12,24,3,3,1,0,5,1
70,0,115.6,5,9,3,2,1,0,3,1
75,3,157.25,11,7,4,2,1,0,0,1
93,1,94.5,7,12,4,2,0,3,0,1
80,2,86.4,12,7,4,3,0,0,0,1
230,0,80.75,6,19,3,3,2,0,0,1
29,0,88.4,12,19,4,3,1,0,0,1
13,2,109.0,2,13,4,1,2,0,0,1
16,1,81.0,11,6,4,2,0,0,0,1
30,0,149.4,7,14,4,3,0,0,3,0
110,2,119.0,12,16,4,3,2,0,3,0
28,0,118.15,8,29,4,3,1,0,0,0
127,0,84.15,12,29,3,3,1,0,0,1
27,0,99.2,9,23,3,1,0,0,0,1
121,0,72.25,7,18,3,12,5,0,0,0
191,2,84.43,8,30,4,4,0,0,3,0
34,0,153.0,10,6,4,3,0,0,4,1
18,0,101.0,4,3,4,0,2,0,0,0
75,0,12.0,3,17,3,3,1,0,0,0
19,1,132.89,11,6,4,3,2,0,0,1
298,1,79.59,10,9,4,5,2,0,3,1
40,2,130.9,12,4,4,2,2,0,3,1
199,1,63.75,11,4,3,2,1,0,0,1
6,1,140.0,8,23,4,1,0,0,0,1
19,0,58.0,12,20,3,1,2,0,0,1
0,0,120.0,9,12,3,4,1,0,0,1
15,1,117.5,12,2,4,2,0,0,3,1
130,2,109.8,8,27,4,1,2,0,3,1
13,1,90.6,11,22,3,0,2,0,0,1
4,2,168.5,6,16,4,3,2,0,0,1
117,0,82.45,4,27,4,4,1,3,0,0
47,0,89.0,5,30,2,3,1,0,0,0
56,0,75.0,11,16,3,2,0,0,0,1
4,0,88.0,12,7,4,1,0,3,0,1
147,0,126.9,9,12,4,5,1,0,0,0
47,0,126.0,11,16,4,3,0,0,3,0
69,0,137.7,4,7,4,3,0,0,0,0
72,2,118.8,10,20,4,3,0,0,0,1
47,1,153.0,10,3,4,2,1,1,0,0
13,0,85.0,2,16,4,1,0,0,0,1
28,0,70.0,10,5,3,1,1,0,0,0
12,0,105.9,12,4,4,3,2,0,3,1
95,1,140.4,5,6,4,2,1,0,3,1
250,1,99.3,9,3,4,1,2,0,0,1
92,1,76.5,8,7,4,4,2,0,0,0
27,1,139.0,10,5,4,2,0,0,0,1
95,2,76.5,12,18,4,3,2,0,0,1
31,1,135.9,7,9,4,1,1,0,0,1
58,0,60.0,2,5,3,2,1,0,0,1
3,0,162.0,8,10,4,1,1,0,5,1
91,0,118.8,7,14,4,3,1,0,3,0
78,0,93.6,11,21,4,2,1,0,0,0
2,1,129.0,6,18,4,1,0,3,0,1
173,2,80.1,11,1,4,5,0,3,0,1
8,0,58.41,12,3,4,3,1,0,3,1
95,1,90.3,4,17,4,1,2,0,0,1
4,0,58.0,12,4,3,2,1,0,0,1
4,0,66.0,2,14,2,1,2,0,0,1
20,1,109.0,3,19,4,1,1,0,0,1
87,1,94.25,5,27,4,1,0,0,0,1
19,0,169.0,7,27,4,2,0,0,0,1
0,0,76.0,1,21,2,1,0,0,0,1
113,0,103.5,7,10,4,0,1,3,0,0
38,1,125.1,7,26,4,2,0,3,0,0
61,1,120.6,7,17,4,3,2,0,3,1
4,0,65.0,11,30,2,2,1,0,0,1
133,0,100.8,8,23,4,4,0,0,0,0
44,0,66.24,12,25,4,2,2,0,0,1
38,4,179.3,10,20,4,1,0,0,5,1
14,1,82.8,2,3,4,3,0,0,3,1
19,0,141.5,9,22,4,3,1,3,0,0
11,3,258.0,5,20,4,2,0,0,5,1
15,0,75.0,3,7,2,3,1,0,3,1
11,1,159.0,9,4,4,2,0,0,0,1
183,0,98.1,10,11,4,1,0,3,0,0
7,3,79.0,12,19,2,3,1,0,0,1
188,0,61.88,11,21,3,2,1,0,0,1
1,0,75.0,3,8,3,3,0,0,0,1
1,0,154.5,10,18,4,2,0,0,0,1
63,1,99.9,6,20,4,2,1,0,0,1
114,1,85.0,2,26,3,4,2,0,0,1
9,2,130.0,2,6,4,1,2,0,3,1
16,2,101.0,4,17,4,0,2,0,0,1
144,0,96.9,7,22,3,2,2,0,0,1
48,0,68.0,12,1,3,3,2,0,0,1
112,1,97.75,12,6,4,4,0,0,3,0
0,1,44.0,1,5,4,2,0,3,0,1
89,1,183.73,7,7,4,5,2,0,5,1
141,2,85.5,8,29,4,2,1,3,0,1
60,0,177.3,7,14,4,2,0,0,5,0
53,1,60.0,1,24,3,1,2,0,0,1
72,1,120.6,6,22,4,2,0,0,0,1
59,1,109.8,8,29,4,3,1,0,0,1
6,1,106.33,11,27,4,1,2,0,0,1
23,0,95.98,9,7,4,7,3,0,0,1
88,1,104.4,10,25,4,2,0,0,3,1
78,1,132.3,10,7,4,2,0,0,3,0
170,0,300.0,7,29,3,3,2,1,0,0
151,1,120.7,7,6,4,4,0,0,3,0
153,1,114.75,8,20,4,3,2,0,0,0
98,1,109.65,5,8,4,3,2,3,0,0
22,0,59.09,12,26,4,1,2,0,0,1
79,1,116.1,5,24,4,2,0,3,0,1
15,0,124.0,8,2,4,2,0,3,0,1
230,1,90.9,9,2,4,2,1,0,0,1
16,1,127.0,3,19,4,1,0,0,0,1
32,2,109.0,10,29,4,1,0,3,0,1
90,1,63.86,4,1,4,2,0,0,0,1
113,2,134.3,7,10,4,2,2,0,3,1
74,0,0.0,9,18,4,2,0,1,0,1
26,0,197.78,4,25,4,4,1,0,5,0
1,3,95.0,3,31,2,1,0,0,0,1
67,1,116.1,6,9,4,3,0,3,0,1
75,0,72.0,3,17,4,2,0,3,0,0
109,0,97.75,7,13,3,4,2,1,0,1
0,1,67.0,12,13,2,1,0,0,0,1
25,1,93.0,3,13,4,0,2,3,0,1
40,0,149.4,8,23,4,5,0,0,3,1
141,3,129.86,9,19,4,5,2,0,0,1
119,1,46.51,12,28,4,5,2,3,0,0
144,1,112.2,7,23,4,5,2,0,3,0
28,1,105.0,9,30,4,2,0,0,0,0
13,0,65.0,2,17,2,1,0,0,0,1
119,0,72.25,8,13,3,6,2,0,0,1
17,1,117.04,10,7,4,2,2,0,0,1
173,2,177.3,7,8,4,1,0,0,5,0
24,0,89.25,6,13,4,1,1,0,0,1
203,2,114.3,8,17,4,2,0,0,3,0
0,1,0.0,3,10,1,1,0,3,6,1
127,1,160.2,10,18,4,2,0,0,3,1
1,1,109.0,2,12,4,1,0,0,0,1
10,0,81.0,2,20,4,3,2,3,0,1
6,1,94.0,11,9,2,1,0,0,3,1
16,1,184.0,9,22,4,1,0,0,3,1
0,0,124.0,8,11,4,3,0,0,0,1
63,3,99.9,6,20,4,3,1,0,0,1
2,0,0.0,1,23,1,1,0,0,3,1
8,0,62.57,11,21,3,5,2,0,3,1
3,1,218.72,9,22,4,3,0,0,6,1
33,1,89.1,6,27,4,0,1,3,0,1
43,1,86.75,1,14,4,3,0,0,1,1
0,1,110.0,6,6,3,2,1,0,0,1
10,1,91.0,6,23,4,1,0,0,0,1
228,0,0.0,6,4,4,0,0,0,0,0
12,1,99.0,10,30,4,3,2,3,0,0
31,2,102.99,10,3,4,5,2,0,0,0
211,1,88.5,8,13,4,1,2,3,0,1
39,0,147.6,11,7,4,3,1,0,0,0
193,0,130.05,8,7,4,5,2,0,3,0
49,0,76.5,9,2,3,3,0,0,0,1
65,1,104.0,11,18,4,2,1,0,0,1
48,0,144.9,8,22,4,1,1,0,0,1
113,0,126.9,6,17,4,2,0,0,0,0
280,1,107.0,8,12,4,2,1,0,0,0
13,1,85.47,5,9,4,1,1,0,0,1
20,1,108.8,9,14,4,4,1,0,0,1
13,0,80.0,1,31,2,0,2,0,0,1
157,2,161.1,9,5,4,3,1,1,0,0
72,1,151.2,10,18,4,3,0,0,3,0
42,0,86.98,3,20,4,2,2,3,0,0
47,0,85.5,4,16,3,3,2,0,0,1
2,1,100.47,3,27,3,1,2,0,0,1
117,2,89.25,4,17,4,2,2,0,3,1
22,0,135.0,3,22,4,1,0,0,0,0
64,1,168.3,9,16,4,2,0,0,3,1
159,2,130.14,9,16,4,3,2,0,0,0
174,0,90.95,7,11,4,4,1,0,0,0
45,0,65.0,4,10,2,0,1,0,0,0
110,1,190.8,10,14,4,2,0,0,5,1
61,0,135.9,9,18,4,1,2,0,0,0
23,2,101.0,10,8,4,2,0,0,0,1
29,0,103.55,6,8,4,2,0,3,0,1
3,0,101.0,3,22,4,1,0,0,0,1
46,2,119.5,10,25,4,2,0,3,0,1
84,0,90.95,4,8,4,2,2,0,0,0
142,0,110.75,5,29,3,5,2,1,0,1
31,1,88.0,11,27,4,0,2,3,0,1
53,0,108.0,10,11,4,1,0,3,0,0
0,0,76.0,1,21,2,1,0,0,0,1
35,1,98.1,5,24,4,1,0,3,0,1
181,1,105.3,8,20,4,1,0,0,0,0
20,3,231.0,7,6,4,1,0,0,5,1
46,0,85.5,10,24,3,3,1,0,0,1
35,0,87.3,2,10,4,4,0,0,0,0
55,0,100.0,9,9,2,2,0,0,0,0
23,1,112.0,11,11,4,1,0,0,0,1
61,0,132.3,10,14,4,5,2,0,3,0
76,1,79.2,11,27,4,0,2,3,0,0
78,1,115.68,8,19,4,2,1,0,1,1
68,2,220.0,11,7,4,3,1,0,4,1
0,0,106.0,12,28,4,0,1,0,0,1
49,0,131.4,6,3,4,2,1,0,3,0
10,0,69.0,2,19,3,2,1,0,0,1
54,0,119.7,7,2,4,5,2,0,0,0
116,1,136.0,5,19,4,3,1,0,0,0
48,1,149.4,8,1,4,1,1,0,3,0
45,2,118.8,9,1,4,2,0,0,0,1
32,0,112.59,7,3,4,0,2,3,0,0
83,0,103.7,4,16,4,2,2,0,3,1
35,0,128.4,6,27,4,5,1,0,3,0
169,2,167.45,7,5,4,4,0,0,5,0
122,0,85.5,7,16,4,2,0,0,0,0
62,0,103.5,4,7,4,2,0,3,0,1
0,0,94.0,2,24,4,1,0,3,0,1
15,1,111.0,5,9,4,1,1,0,0,1
0,0,65.0,4,13,2,1,0,0,0,1
3,0,81.0,2,14,4,2,2,3,0,1
16,2,163.17,11,6,4,1,2,0,0,1
87,0,68.5,3,24,3,3,1,0,0,1
192,0,99.45,7,23,4,3,2,0,3,0
8,1,41.0,3,1,2,3,0,0,0,1
1,2,170.0,9,27,3,2,0,0,4,1
0,0,75.0,11,7,2,1,1,0,0,1
122,0,121.5,7,27,4,1,0,0,0,0
160,1,141.18,7,31,4,2,2,0,3,0
37,1,88.4,11,13,4,4,2,0,0,0
63,0,136.0,5,17,3,3,0,0,0,1
14,2,159.33,6,12,4,1,2,0,3,1
5,2,231.0,7,23,4,1,0,0,5,1
133,0,99.9,5,17,4,3,0,0,0,1
56,0,142.2,8,28,4,1,2,0,3,0
89,2,95.0,9,20,3,5,2,0,0,1
74,0,86.4,11,20,4,0,1,0,0,0
8,0,64.0,2,16,3,3,0,0,0,1
34,1,108.9,5,22,4,0,2,0,0,1
41,1,98.55,3,28,3,4,1,0,0,1
62,1,126.4,5,21,4,1,2,3,0,1
30,1,97.71,5,15,4,3,2,0,0,1
100,1,150.3,8,25,4,3,1,0,3,1
6,0,96.4,8,21,4,3,2,0,0,1
100,0,62.86,4,12,4,3,0,0,0,1
42,1,98.36,10,26,4,5,2,0,0,1
12,0,79.0,12,12,2,1,1,0,0,1
9,1,120.0,10,19,4,3,1,0,0,1
22,1,89.0,9,11,4,0,1,3,0,1
3,1,0.0,11,25,1,2,0,0,0,1
9,0,161.33,9,7,4,2,1,0,0,1
45,0,111.6,10,3,4,3,1,0,3,0
1,0,117.0,2,27,4,1,1,0,3,1
25,0,88.0,9,11,4,0,2,0,0,1
2,1,40.0,3,9,2,1,0,0,0,1
148,0,71.37,4,29,4,7,2,0,0,1
165,0,137.34,8,13,4,5,2,0,0,0
78,1,136.0,4,12,4,4,0,1,3,0
78,0,90.9,4,8,4,1,0,0,0,0
7,0,80.0,3,9,2,2,0,0,0,1
47,1,97.82,10,16,4,3,2,0,3,1
104,0,102.3,4,28,4,3,0,0,0,0
170,2,130.05,8,11,4,3,2,0,3,0
10,0,119.0,10,14,3,2,1,0,0,1
30,0,97.02,10,6,4,1,0,3,0,0
221,0,86.75,8,10,4,3,0,0,1,0
61,0,74.8,11,16,4,4,0,3,0,0
57,1,79.2,11,1,4,3,0,3,0,1
49,2,98.87,6,8,4,3,0,0,3,1
27,1,107.03,9,24,4,1,0,0,3,1
45,1,135.9,8,7,4,0,2,0,0,1
60,1,96.3,12,9,4,4,0,0,0,1
194,2,96.3,10,29,4,1,2,0,0,0
2,0,79.0,3,3,2,1,0,0,0,1
3,1,96.5,11,5,4,3,0,0,1,1
4,0,80.0,2,16,3,3,0,0,0,1
23,2,187.0,7,1,4,2,0,0,3,1
24,1,139.0,8,21,4,0,1,3,0,0
117,0,105.3,5,6,4,2,1,0,0,0
22,0,221.0,6,16,4,3,0,0,5,0
67,1,75.54,9,5,4,2,1,0,0,1
24,2,117.67,9,17,4,3,0,0,0,1
59,0,85.0,7,1,3,2,1,0,0,1
29,0,46.67,11,14,3,1,2,0,3,1
0,2,0.0,11,5,1,1,0,0,6,1
0,1,196.0,9,30,4,1,0,0,5,1
177,1,68.68,10,30,3,3,2,0,0,1
3,0,110.0,5,1,0,6,4,0,3,0
56,1,79.2,12,16,4,2,0,3,0,1
0,0,109.0,3,5,4,1,0,0,0,1
6,1,149.33,4,2,4,1,2,0,3,1
140,0,140.98,12,27,4,3,0,0,5,0
41,0,145.1,8,24,4,3,0,0,0,1
32,0,80.08,11,16,4,3,0,0,0,0
13,2,107.0,12,6,4,0,2,0,0,1
40,0,89.4,5,21,4,1,0,3,0,0
3,0,128.0,10,2,4,2,2,0,0,1
49,0,67.5,2,20,4,1,2,3,0,0
75,0,116.1,5,9,4,1,1,3,0,0
63,0,68.0,7,2,4,3,1,0,0,0
271,1,144.63,12,26,4,5,2,1,3,0
43,1,108.0,10,3,4,0,1,3,0,0
6,1,103.84,9,14,4,3,1,0,3,1
66,1,105.0,11,18,3,2,0,0,0,1
80,0,168.3,9,12,4,2,1,0,3,0
157,2,114.3,8,10,4,3,0,0,0,0
27,0,65.0,9,16,2,2,0,0,0,1
7,0,71.0,12,30,3,4,0,0,0,1
5,0,130.0,1,28,4,3,1,0,0,1
81,0,80.75,10,16,3,3,2,0,0,1
51,0,60.0,11,8,3,2,2,0,3,1
0,0,153.0,8,9,4,0,2,0,5,1
179,2,90.95,7,6,4,4,0,0,0,1
2,0,110.0,5,19,0,1,0,0,3,1
103,2,131.4,8,7,4,1,2,0,3,1
1,0,109.0,2,9,4,1,0,0,0,1
0,1,0.0,6,9,4,1,0,3,0,1
30,0,89.1,9,25,4,0,2,3,0,0
42,0,131.4,4,5,4,3,0,0,3,0
67,1,71.74,4,2,4,2,2,0,0,1
6,2,90.0,8,12,4,4,2,0,0,1
213,1,175.14,10,22,4,5,2,0,6,0
47,1,94.5,10,22,4,1,0,0,0,1
17,0,126.0,3,18,4,2,2,0,0,1
81,0,93.6,11,13,4,0,2,0,0,0
29,1,64.67,12,1,4,3,1,0,0,1
42,0,118.8,4,23,4,1,2,0,3,1
2,2,124.0,8,13,4,1,0,0,0,1
0,0,89.0,4,5,4,1,0,3,0,1
98,0,80.75,9,16,3,2,1,0,0,1
157,2,120.7,7,6,4,4,0,0,3,0
35,0,77.25,12,26,4,1,0,0,1,1
51,1,108.0,10,5,4,2,0,3,0,0
154,0,75.0,4,19,3,3,0,0,0,1
24,1,109.0,9,10,3,2,2,0,0,1
3,0,79.0,3,14,2,1,1,0,0,1
32,1,80.3,2,5,4,3,2,0,0,1
26,0,77.0,11,16,2,2,0,0,0,1
0,0,82.66,7,23,4,1,0,3,0,1
40,0,125.55,10,5,4,1,0,0,3,0
95,1,106.71,6,4,4,1,0,0,0,1
178,2,99.45,8,10,4,4,0,0,0,1
44,0,96.3,6,18,3,1,1,0,3,0
45,1,139.5,10,7,4,2,2,0,3,0
4,0,76.8,2,19,3,2,1,0,0,1
11,0,65.0,11,22,2,1,2,0,0,1
7,1,98.0,6,22,2,1,0,0,0,1
22,1,108.57,6,21,4,2,0,0,0,1
114,0,75.27,5,7,4,2,2,0,0,1
137,0,76.5,8,16,4,0,1,0,0,1
52,0,94.5,7,18,4,2,1,3,0,0
335,1,90.0,10,13,3,3,0,0,0,0
5,2,0.0,10,26,1,1,0,0,4,1
16,0,67.81,12,10,4,7,4,3,0,1
40,0,72.0,11,26,3,1,1,0,0,1
47,0,116.1,5,21,4,1,1,3,0,0
2,0,93.0,2,26,4,1,0,0,0,1
59,2,123.3,9,1,4,3,0,0,3,1
6,2,187.0,9,15,4,1,0,0,0,1
199,1,120.7,12,28,4,4,0,0,3,0
30,0,152.78,10,3,4,3,1,0,3,0
123,1,100.8,4,30,4,1,1,0,0,0
75,1,76.5,7,6,4,1,1,0,0,0
79,0,129.96,7,6,4,4,1,0,3,0
5,1,105.0,11,2,4,2,1,0,3,1
143,0,85.5,8,26,4,2,2,3,0,0
105,1,93.6,12,20,4,1,0,0,0,0
33,0,85.5,4,5,3,4,0,0,0,1
60,1,87.3,3,3,4,3,0,0,3,0
30,2,109.8,8,30,4,4,0,0,0,1
10,0,109.0,3,17,4,3,0,0,0,0
11,0,97.4,12,5,4,3,1,0,0,1
33,0,80.1,4,18,4,1,1,3,0,1
38,2,99.9,6,20,4,3,1,0,0,1
36,1,100.95,10,9,4,1,2,0,0,1
2,0,144.8,11,25,3,2,0,0,5,1
134,0,146.7,8,7,4,0,1,0,3,0
86,0,75.0,12,18,3,1,2,0,0,1
16,1,95.0,10,31,4,1,0,0,0,1
2,0,175.0,10,10,4,3,1,0,3,1
244,2,89.4,9,29,4,1,0,3,0,0
47,2,109.8,8,30,4,4,0,0,0,1
5,1,133.1,5,28,4,2,2,0,3,1
115,2,68.0,7,10,4,3,2,0,0,0
99,0,92.48,10,24,4,3,1,0,0,0
20,1,89.0,1,30,4,1,2,0,0,1
73,0,90.9,4,7,4,2,0,0,0,0
72,0,95.0,9,21,3,3,0,0,0,1
15,0,151.0,7,6,4,3,0,0,0,1
96,0,123.5,9,28,3,1,1,1,4,0
39,1,156.6,10,16,4,2,0,3,5,1
16,1,135.0,10,29,4,1,0,0,0,1
6,0,65.0,12,27,2,0,1,0,0,1
34,0,169.2,11,7,4,2,1,0,0,1
213,0,119.85,9,19,4,5,3,0,0,0
17,0,88.0,12,16,4,2,0,3,0,1
58,2,158.53,6,10,4,2,1,0,3,1
29,2,85.0,12,2,2,2,0,0,0,1
55,0,70.0,12,30,3,3,0,0,0,1
112,0,132.6,6,1,4,4,0,0,3,0
134,1,94.5,7,17,4,0,1,3,0,0
69,0,149.4,9,17,4,1,0,0,3,0
19,2,99.0,5,9,4,1,1,3,0,1
197,2,112.32,8,23,4,5,2,0,0,0
44,3,133.44,10,18,4,5,0,0,3,1
10,0,79.0,11,7,0,3,1,0,0,0
3,2,85.03,2,12,4,2,1,0,1,1
5,1,115.67,5,15,4,1,2,3,0,1
15,1,142.6,10,15,4,3,2,0,0,1
25,1,137.0,4,20,4,2,0,0,3,1
3,1,65.0,12,19,2,0,1,0,0,1
20,0,91.0,2,3,4,3,0,0,0,0
156,1,87.3,8,24,4,4,1,3,0,1
115,1,136.1,6,6,4,2,1,0,0,1
35,1,73.1,3,4,4,2,0,3,0,1
32,0,228.6,4,16,4,5,2,1,5,0
0,0,111.2,5,5,2,1,0,0,0,1
49,1,105.4,12,10,4,6,4,0,0,0
250,2,72.08,7,16,3,1,2,0,0,1
0,0,137.0,6,28,4,1,0,3,0,1
0,0,0.0,12,11,4,1,0,0,0,1
4,0,65.0,11,9,2,0,1,0,0,1
6,0,98.0,8,14,4,1,0,0,0,1
97,0,130.9,5,18,4,4,0,3,0,0
25,2,186.0,4,30,4,1,0,0,3,1
113,2,63.49,4,4,4,3,1,0,0,1
0,0,142.0,9,8,4,1,0,0,0,1
5,0,109.0,7,29,4,1,0,3,0,1
14,0,95.0,6,17,3,4,2,0,0,1
74,1,82.45,3,20,4,2,2,0,0,1
3,2,81.6,12,12,4,3,1,0,0,1
200,0,130.05,12,24,4,5,2,1,3,1
23,0,72.8,2,12,4,2,1,0,0,0
54,1,113.4,6,20,4,3,1,0,3,1
3,1,136.0,6,10,4,1,0,0,3,1
50,0,111.6,12,27,4,1,0,0,0,0
11,0,189.0,3,18,4,2,0,0,5,0
1,0,0.0,6,11,4,0,0,0,0,1
11,0,90.0,2,5,4,1,0,3,0,1
50,0,79.56,7,13,3,4,2,0,0,0
22,1,125.1,10,2,4,0,2,0,0,1
29,0,90.0,5,17,3,3,0,0,0,1
214,1,89.75,7,29,4,2,2,3,0,1
37,1,88.39,12,14,4,5,2,0,0,1
89,1,105.3,7,17,4,2,2,0,0,1
26,1,126.0,4,13,4,1,0,0,3,1
35,3,99.0,9,25,4,0,2,3,0,1
20,0,85.5,9,21,3,1,0,0,0,1
163,1,99.45,7,7,4,3,1,0,0,1
56,1,79.0,12,6,4,2,0,0,3,1
5,2,139.0,7,8,4,1,0,3,0,1
208,0,85.5,8,30,4,3,0,3,0,0
135,0,130.5,8,2,4,2,0,0,0,1
40,1,136.89,9,27,4,2,0,0,0,0
76,1,131.4,6,28,4,2,0,0,3,1
119,1,104.4,10,27,4,3,0,0,3,0
32,0,176.4,10,6,4,3,1,0,3,0
45,1,95.1,6,26,4,1,2,3,0,1
32,1,121.27,10,7,4,2,1,0,3,1
59,2,72.25,10,29,4,3,0,0,0,1
5,2,81.07,2,27,4,1,0,0,0,1
178,0,96.3,8,25,4,3,0,0,0,0
108,0,85.85,4,15,4,3,2,0,0,0
63,0,110.0,5,20,3,2,2,0,0,1
97,0,108.0,10,17,4,5,2,3,0,0
174,1,130.0,7,25,3,2,1,0,0,0
1,0,75.0,1,8,4,1,0,3,0,1
6,0,197.0,11,7,4,0,1,0,0,1
136,1,90.9,8,26,4,2,0,0,0,1
349,0,130.0,10,4,3,2,0,0,0,0
2,1,98.0,1,22,4,2,0,0,0,1
90,0,99.45,4,12,4,4,0,0,3,0
122,2,198.9,8,25,4,3,0,0,5,1
123,0,89.92,3,30,4,3,0,0,1,0
101,2,140.4,5,19,4,3,0,0,3,1
2,0,109.0,8,3,3,4,0,0,0,1
28,1,115.37,8,28,4,4,2,0,0,0
3,0,126.0,10,4,4,0,1,0,0,1
1,2,45.0,2,16,3,1,0,0,3,1
110,0,149.4,9,23,4,2,0,0,3,0
98,2,99.0,11,3,4,3,0,0,0,0
55,1,102.6,11,22,4,2,0,0,3,1
22,1,240.0,7,21,4,2,0,0,5,1
16,2,210.0,9,26,4,2,2,0,0,1
35,0,162.45,3,18,4,2,0,0,5,1
90,1,105.3,4,11,4,0,1,0,3,1
156,0,105.3,7,25,4,2,1,0,0,0
17,2,178.0,7,26,4,2,0,0,0,1
0,1,89.0,3,4,4,1,0,3,0,1
27,1,212.1,9,20,4,3,0,0,5,0
0,1,98.0,8,7,4,0,1,3,0,0
107,1,124.2,11,4,4,2,1,1,0,0
5,1,81.73,1,24,4,1,2,0,3,1
1,0,91.2,9,29,4,2,0,3,0,1
3,0,82.88,12,21,4,4,1,0,0,1
20,1,88.0,12,4,4,0,2,3,0,1
148,0,99.9,5,5,4,3,0,0,0,1
170,0,119.0,10,9,4,2,2,0,0,0
1,0,89.0,8,9,4,0,1,3,0,1
64,1,162.4,11,18,4,2,1,0,5,1
49,1,126.9,5,13,4,2,2,0,0,1
57,2,118.8,10,2,4,1,2,0,0,1
24,0,46.4,11,27,3,3,2,0,0,1
49,0,126.0,10,11,4,1,0,0,0,1
13,0,63.58,3,13,3,3,2,0,0,1
0,2,129.0,6,17,4,1,0,3,0,1
54,3,85.6,11,2,4,4,1,3,0,1
2,1,86.0,1,16,4,1,0,3,0,1
7,0,72.25,6,20,3,3,1,3,0,1
52,0,98.82,9,4,4,0,1,0,0,0
81,0,103.5,7,3,4,3,2,3,0,1
28,0,90.98,8,29,4,3,1,0,0,1
0,1,174.0,8,22,4,1,0,0,5,1
33,1,97.4,11,13,4,2,2,0,0,1
20,1,124.16,11,6,4,2,2,0,0,1
135,0,80.0,9,14,3,2,1,0,0,1
60,1,76.58,4,11,4,3,1,0,0,1
282,1,109.23,12,25,4,5,3,0,3,0
4,0,89.0,4,11,4,0,1,3,0,1
30,1,65.06,2,21,4,2,2,0,0,1
68,1,135.9,5,10,4,3,0,0,0,1
21,1,79.0,2,17,4,3,0,3,0,1
107,1,46.63,12,23,4,4,2,0,0,1
9,0,65.0,10,19,2,1,0,0,0,1
7,1,0.0,1,29,1,2,0,0,3,1
36,1,94.5,10,6,4,3,0,0,0,1
95,0,72.0,2,5,3,2,1,0,0,1
24,0,96.0,11,20,4,0,1,0,0,1
21,1,109.23,6,3,4,2,1,0,3,1
8,2,179.0,10,7,4,2,2,0,3,1
36,1,68.07,12,10,4,6,2,0,0,1
69,2,119.8,12,31,4,2,0,0,0,1
18,0,75.99,12,9,4,7,3,3,0,1
8,4,156.5,9,1,3,3,0,1,0,1
56,0,93.5,3,19,4,4,2,0,0,0
35,1,127.44,9,5,4,3,1,0,0,1
71,0,132.6,5,7,4,4,2,0,3,1
6,0,105.25,12,7,4,0,1,0,1,1
49,0,60.0,11,16,3,2,1,0,3,1
76,2,88.4,12,7,4,4,0,0,0,1
